"sci_name","comm_name","k","linf_cm","winf_g","m","tmax_yr","tmat_yr","lmat_cm","recruit_sd_cond","recruit_sd_marg","recruit_sd_auto","masps","h","r","g_yr","fmsy","fmsy_div_m","temp_c"
"Kajikia audax","Marlin stripe",0.376946551295381,248.887160051095,159850.746128958,0.561722874635757,10.0576638231296,2.29702756623387,132.875210071722,0.267036451947,0.559236020933402,0.279726551548656,-0.567159727060199,0.437799250136981,0.244429706607913,5.06815088115126,0.264606542062581,0.472923635669838,22.89931655811
"Lachnolaimus maximus","Hogfish",0.187408660595332,47.9336419137531,1796.04481139838,0.391260593894416,14.3441353923461,3.81020880566857,22.2547046380806,0.0460786122638304,0.434507002090623,0.832684633659904,2.81019489526656,0.87410199367294,0.677240017067746,7.95923154909906,2.44014892657822,6.09551281052431,24.4641961527943
"Lutjanus analis","Mutton snapper",0.159356139109767,92.3023258041448,10633.6428526167,0.241648307483138,17.869101524213,3.72872419116284,41.694649330937,0.0622981678228742,0.393608955873741,0.707043576648662,0.906218190799549,0.727348018803254,0.295407297360823,10.701067516838,0.591249884966644,2.44459674378657,26.1050689354591
"Lutjanus apodus","Schoolmaster",0.315560858554641,45.6298237304296,1150.28363675074,0.402458921532609,11.4255282428661,2.18890900889363,23.3569028561843,0.15843578078533,0.482028763458982,0.50813954740094,1.0650521586621,0.687118536000009,0.435558014399669,6.32206032014065,0.818916097425229,2.04327820674608,26.9778933070807
"Lutjanus buccanella","Deep water blackgin snapper",0.311373623013588,55.1371950417591,2084.53263360671,0.608081115777069,8.20483046088534,1.75957283022861,27.6503809436727,0.195661000895279,0.508000668074168,0.443458685507727,1.94356867275672,0.764473930574566,0.645459150430699,4.61028390802195,1.79222804306423,2.94054599138366,21.514079104432
"Lutjanus cyanopterus","Cubera snapper",0.194971636679556,73.7716656875599,5214.94474598435,0.255122551292956,17.4771106892621,3.42732004356216,35.745848588687,0.0951671034161968,0.437910097113146,0.626062926658596,0.609515011567255,0.67633276832131,0.294675122632377,9.90388205328128,0.504629205240979,1.96070964124164,26.1209904163462
"Lutjanus griseus","Gray snapper",0.188380059443655,63.1240061838448,2870.23242690051,0.222776016527546,20.3085904730744,3.84138928945193,31.7488564714939,0.0975001875141287,0.430704059537598,0.620047011336221,0.0643750180086663,0.609483199835599,0.211600654302961,10.7425257156623,0.323432569884919,1.43489586932769,25.7161479301909
"Lutjanus jocu","Dog snapper",0.154876896994486,92.1287131340069,10497.5760749382,0.205895231767778,21.3546506648533,4.24213949623628,43.3815892015835,0.0729307220154159,0.416764357547444,0.68691039733388,0.407572739023391,0.668169290943997,0.236732006005547,12.3759653886855,0.386050980402186,1.87393921114492,25.8766374916712
"Lutjanus mahogoni","Mangrove/Mahogany snapper",0.194473220260623,66.7766997126219,3808.02515605495,0.252856909498725,17.4137702567719,3.40662386877734,32.8252958818485,0.103947540266175,0.440331606624444,0.612937321781107,0.670258986161386,0.687876059682766,0.29512010259837,9.99706716209867,0.518917934330363,2.04275554334659,24.890220407319
"Lutjanus purpureus","Southern red snapper",0.144923027178355,93.8073384272123,10716.1080730022,0.216594120440568,19.945169230748,4.14530854480593,43.5192721853897,0.0693187144486158,0.401317304203513,0.688912262445154,0.652498741050542,0.706305381683928,0.254154946821586,11.9737129115276,0.478768904853251,2.22408276654442,23.8182951152826
"Lutjanus synagris","Lane snapper",0.241448280332114,55.9872478751712,1703.73227649215,0.446998168928737,8.42102124479846,2.07921083199983,24.7030978243951,0.0548534781372035,0.336892099479338,0.656830724291175,1.83936273219743,0.786706416371746,0.545315910969149,6.0239572044334,1.4362331876837,3.21388191150732,26.3458314876642
"Lutjanus vivanus","Yellow-eyed snapper",0.147066439464596,75.3600207178555,5145.9246671522,0.187912916756329,21.9878166657395,4.33971521371614,37.2732406371589,0.0982992001608063,0.433548938090097,0.628842663082876,0.312951306250215,0.675868009668753,0.223868245595784,13.1007152963969,0.365811684895786,1.94244894474389,21.0489807187983
"Mayaheros urophthalmus","Crana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Muguil spp.","Mullet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mycteroperca bonaci","Black grouper",0.119688236786326,119.785960226722,25550.2239641411,0.225956784620513,28.6893387861715,9.7575908873266,64.001494410143,0.0336288622176792,0.406017986960727,0.889904762906754,0.584022566182756,0.676275982946668,0.199411942123616,14.7908708135149,0.440948499708724,1.96159217288738,24.5272517101631
"Mycteroperca tigris","Tiger grouper",0.156146637254307,78.5934080379398,7112.33410126527,0.31586806938917,20.6211227158773,7.18186852857446,41.946067636194,0.0355995482506074,0.419902381276941,0.875721963440202,1.33988200587478,0.742329616728517,0.320278076841378,11.1177918056734,0.838383373935019,2.71150028442781,25.9153820585087
"Mycteroperca venenosa","Yellowfin grouper",0.157616066260942,88.0911126936377,10072.6504025613,0.351030292089036,18.3966216885302,6.68031450044775,45.2787827716514,0.0300792918140055,0.39522188738255,0.895112858291479,1.57888808594772,0.759305834959306,0.350208473518689,9.92973432131564,1.02683194309369,2.95127597025463,26.7271116525721
"Ocyurus chrysurus","Yellowtail snapper",0.190131120871594,55.9409434169373,2527.06371342722,0.347598184118507,13.7450610020743,3.20923582426411,25.3637361437312,0.0532169185881535,0.405338274453363,0.763228802482781,2.08561244510976,0.820987692200669,0.515840570110346,7.99709034163496,1.4504751381432,4.14970345498107,26.6838323026952
"Petenia splendida","Bay snook",0.667610365879211,25.9717172741173,294.725744618284,0.735044550998776,8.49492131349615,1.74076664540265,17.3579463518718,0.734306972953637,0.938829987999282,0.277294317939821,1.82886211421932,0.722683443301866,0.799887753184889,4.22839431008632,1.80521047228366,2.50637227320383,24.0669817588102
"Rachycentron canadum","Cobia",0.284588832055529,127.529906103023,30119.5648363002,0.411182912235175,11.4553499907356,2.69975749709466,63.6018214758044,0.149049890290196,0.470388694137354,0.501378602868346,1.1354281240855,0.690057912182623,0.454214681114859,6.41680578779824,0.877791658765571,2.10668559462838,23.5479928313861
"Rhomboplites aurorubens","Vermillion snapper",0.186943160296835,60.4510326280996,2989.00928949136,0.278216110285362,13.5948795749668,3.08762594265493,29.1882559173873,0.10681339055399,0.457313554904152,0.616141154711393,1.8414375621798,0.821535822749524,0.472121455956746,9.26270201316288,1.1487537434713,4.13764083958836,19.1125149059698
"Sardinella spp.","Sardine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scomberomorus cavalla","King mackerel",0.177230830562933,133.139042916219,14608.8184599165,0.287383791456464,14.0506346232555,4.00449570210308,60.4490374391008,0.0308937430830517,0.269692998649888,0.693260323823848,-0.518368053530109,0.491753508479726,0.156483417246586,9.52926043513983,0.212815980008989,0.745074954743437,24.7079330373139
"Scomberomorus maculatus","Spanish mackerel",0.287384588226321,92.5673679275339,4729.95738133162,0.404755144236632,10.2031195935669,2.72621591649153,45.2404860505123,0.0590538187839574,0.307850405747693,0.552595000290287,-0.415395771309482,0.4641328996305,0.197414131563665,6.4963138758036,0.270703849907475,0.66843888825485,25.8573650937468
"Scomberomorus regalis","Cerro mackerel",0.296046233050061,105.6326048825,7329.74016583638,0.461189846896644,9.29579231234041,2.53583646680896,51.2913811524544,0.0647628850667099,0.322499414470645,0.527482893792395,-0.228923485407287,0.472762560880185,0.226627540711087,6.20051131730596,0.316300198945496,0.695819879019097,25.1721345234567
"Seriola dumerili","Great amberjack",0.225303248080133,151.519972123109,48879.2254671582,0.552096161180293,11.932718694142,2.69044047356153,70.1453260609909,0.111040535242885,0.419521726679397,0.544352554336053,1.21373406692214,0.661087395012365,0.434419769960655,5.93925682497398,0.983187476266056,1.80256837380492,23.4565723839319
"Sphyraena barracuda","Great barracuda",0.132156108081891,152.918572325739,31766.2350715878,0.241951362084544,20.5145635459252,5.59139634636491,70.7204131654452,0.0338908211442199,0.319770879222547,0.753883963513717,-0.225315119069406,0.557901720671752,0.16706622877349,12.4060143568516,0.261861326105412,1.0766500143493,23.2459970450435
"Sprattus spp.","Sprat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thunnus albacares","Yellowfin tuna",0.312023490182021,209.215719500469,109583.075606475,0.554038885587575,7.74540497722556,2.45305500906762,102.557527087968,0.104436479665716,0.378975927093998,0.49238778529091,1.14554955406308,0.667233813312332,0.410515748967962,5.19045775869697,1.01519790650271,1.84568798668142,23.6640160643556
"Vieja melanurus","Tuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xiphias gladius","Swordfish",0.138368052511541,260.552016100928,187079.86226348,0.257601146183864,15.0476058940838,4.25424355792305,111.384964116783,0.0418486036193825,0.311567980001139,0.688879795953741,0.519473673779384,0.648491561548573,0.234773411023661,11.0666016906076,0.430045613441051,1.69573653267084,20.6031305155407
